"PERSONES_LLAR","PROVINCIA","HABITAT","COMARCA","CIUTADANIA","SEXE","EDAT","LLOC_NAIX","SIT_ECO_PERSONAL","INF_POL_DIARI_FREQ","INF_POL_TV_FREQ","INF_POL_RADIO_FREQ","INF_POL_XARXES_FREQ","INF_POL_CONEGUTS_FREQ","INF_POL_TV_CANAL","INF_POL_RADIO_EMISORA","INF_POL_PREMSA_DIARI","INF_POL_OBJ_CAP_OPOSICIO","INF_POL_OBJ_GOVERN_CAT","INF_POL_OBJ_RANG_ESCOLARITZACIO","INF_POL_OBJ_INI_ESCOLARITZACIO","INF_POL_OBJ_FI_ESCOLARITZACIO","COLLECTIU_DISCRIMINAT","LLOC_NAIX_PARE","LLOC_NAIX_MARE","GRUP_ETNIC","RELIGIO","SIT_LAB","ESTUDIS_1_15","GENERE","ORIENTACIO_SEXUAL","ESTAT_CIVIL","LLENGUA_PRIMERA","LLENGUA_IDENTIFICACIO","BENESTAR_COTXE_PROPI","BENESTAR_VACANCES","BENESTAR_SUPORT_LLAR","BENESTAR_PROPIETATS","BENESTAR_FACTURES","TIPUS_LLAR","INGRESSOS_1_15","DISCAPACITAT","Clusters"
4,"Barcelona","150.001-1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Masculí",45,"Catalunya","Millor","Tots els dies","Mai","Mai","Tots els dies","1-2 dies per setmana","No veu la TV / No té TV","No escolta els informatius","No té cap diari habitual","Correcte","Correcte","Correcte","6","16","No","Altres comunitats autònomes","Altres comunitats autònomes","No ho sap","Cap: Ateisme","Treballa","Llicenciatura (Titulacions amb equivalència oficial: 2on cicle INEF; dansa i Art Dramàtic (Des de 1992); Grau Superior","Home","Heterosexual","Casat/ada","Castellà","Totes dues igual: català (valencià / balear) i castellà","Sí","Sí","Sí","No","No","Parella amb fills/es","De 5.001 a 6.000 €","No","2"
2,"Barcelona","150.001-1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Femení",69,"Altres comunitats autònomes","Igual","Mai","Mai","Tots els dies","Mai","Mai","No mira els informatius","Onda Cero","No llegeix diaris","No ho sap","Aproximat","Incorrecte","6","18","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","No treballa","Educació Primària (Educació Primària de la LOGSE, 5è curs d’EGB, ensenyament primari antic)","Dona","Heterosexual","Casat/ada","Altres llengües o altres combinacions","Castellà","Sí","No","No","Sí","No","Parella sense fills/es","De 2.001 a 2.400 €","No","1"
3,"Barcelona","150.001-1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Masculí",45,"Catalunya","Millor","Tots els dies","Mai","Mai","Mai","Amb menys freqüència","No veu la TV / No té TV","No escolta la ràdio / No té ràdio","No té cap diari habitual","No ho sap","No ho sap","Aproximat","4","16","No","Altres comunitats autònomes","Altres comunitats autònomes","No ho sap","Cap: Ateisme","Treballa","FP de Grau Mig (Cicle/mòdul formatiu de FP (grau mitjà), d’Arts Plàstiques i Disseny, Música i Dansa, ensenyaments","Home","Heterosexual","Solter/a","Castellà","Castellà","No","Sí","No","No","No","Monoparental: pare/mare amb fills/es","De 4.001 a 4.500 €","No","3"
3,"Barcelona","150.001-1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Masculí",70,"Altres comunitats autònomes","Igual","3-4 dies per setmana","Tots els dies","Mai","Mai","Mai","La 1","No escolta els informatius","El País","No ho sap","Aproximat","Incorrecte","5","No ho sap","Sí","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Testimonis cristians de Jehovà","No treballa","FP de Grau Superior (Cicle/mòdul formatiu de FP (grau superior) d’Arts Plàstiques, Disseny, Música i Dansa, Esport,","Home","Heterosexual","Casat/ada","Castellà","Castellà","No","Sí","No","Sí","No","Parella amb fills/es","De 1.801 a 2.000 €","Sí","2"
2,"Barcelona","150.001-1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Masculí",69,"Altres comunitats autònomes","Pitjor","Mai","Tots els dies","Mai","Mai","Mai","La Sexta","No escolta els informatius","No llegeix diaris","No ho sap","Aproximat","Incorrecte","5","14","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","No treballa","Educació Primària (Educació Primària de la LOGSE, 5è curs d’EGB, ensenyament primari antic)","Home","Heterosexual","Solter/a","Castellà","Castellà","Sí","No","No","No","Sí","Parella sense fills/es","No ho sap","Sí","1"
4,"Barcelona","150.001-1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Masculí",60,"Altres comunitats autònomes","Igual","1-2 dies per setmana","5-6 dies per setmana","Mai","Mai","Mai","Antena 3","No escolta els informatius","No compra diaris","No ho sap","No ho sap","Incorrecte","No ho sap","16","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","No treballa","Batxillerat (Batxillerat LOGSE, BUP, Batxillerat Superior (6è), Batxillerat Universitari (7è), inclòs COU i PREU)","Home","Heterosexual","Casat/ada","Altres llengües o altres combinacions","Castellà","No","No","No","No","No","Parella sense fills/es","De 1.201 a 1.800 €","Sí","1"
5,"Barcelona","150.001-1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Masculí",41,"Catalunya","Pitjor","3-4 dies per setmana","Tots els dies","Amb menys freqüència","5-6 dies per setmana","1-2 dies per setmana","TV3","No escolta els informatius","La Vanguardia (castellà)","Correcte","Incorrecte","Incorrecte","6","14","No","Catalunya","Catalunya","Blanc/a","Cap: Agnosticisme","Treballa","Educació Primària (Educació Primària de la LOGSE, 5è curs d’EGB, ensenyament primari antic)","Home","Heterosexual","Parella de fet","Castellà","Castellà","Sí","Sí","No","No","No","Parella amb fills/es i altres familiars","De 3.001 a 4.000 €","No","3"
2,"Barcelona","150.001-1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Femení",66,"Altres comunitats autònomes","Igual","3-4 dies per setmana","3-4 dies per setmana","Mai","Mai","3-4 dies per setmana","TV3","No escolta la ràdio / No té ràdio","El Periódico (català)","No ho sap","Correcte","Aproximat","4","16","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","No treballa","Batxillerat (Batxillerat LOGSE, BUP, Batxillerat Superior (6è), Batxillerat Universitari (7è), inclòs COU i PREU)","Dona","Heterosexual","Casat/ada","Castellà","Totes dues igual: català (valencià / balear) i castellà","Sí","Sí","No","No","No","Parella sense fills/es","No contesta","No","3"
2.70733137829912,"Barcelona","10.001-50.000 habitants","Garraf","Sí, tinc la ciutadania (espanyola)","Femení",88,"Catalunya","Igual","Tots els dies","Mai","Tots els dies","Mai","Amb menys freqüència","No mira els informatius","SER","La Vanguardia (català)","Correcte","Correcte","Incorrecte","3","17","No","Catalunya","Catalunya","Blanc/a","Catolicisme","No treballa","Doctorat","Dona","Heterosexual","Vidu/a","Català (valencià / balear)","Català (valencià / balear)","No","Sí","Sí","Sí","No","No contesta","No contesta","No","2"
4,"Barcelona","150.001-1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Femení",73,"Altres comunitats autònomes","Pitjor","Mai","Tots els dies","Mai","Mai","Amb menys freqüència","TV3","No escolta la ràdio / No té ràdio","No compra diaris","No ho sap","No ho sap","Aproximat","4","16","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","No treballa","Educació Primària (Educació Primària de la LOGSE, 5è curs d’EGB, ensenyament primari antic)","Dona","Heterosexual","Casat/ada","Castellà","Castellà","Sí","Sí","No","No","No","Parella amb fills/es i altres familiars","No ho sap","No","2"
2,"Barcelona","10.001-50.000 habitants","Anoia","Sí, tinc la ciutadania (espanyola)","Femení",54,"Catalunya","Pitjor","Amb menys freqüència","5-6 dies per setmana","Mai","1-2 dies per setmana","Amb menys freqüència","Antena 3","No escolta els informatius","No té cap diari habitual","No ho sap","No ho sap","Incorrecte","3","13","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","No contesta","No contesta","Dona","Heterosexual","Separat/ada","Castellà","Castellà","Sí","No ho sap","No","No","No","Monoparental: pare/mare amb fills/es","No contesta","No","1"
2,"Barcelona","10.001-50.000 habitants","Garraf","Sí, tinc la ciutadania (espanyola)","Masculí",79,"Catalunya","Igual","Tots els dies","5-6 dies per setmana","1-2 dies per setmana","Mai","Mai","TV3","Catalunya Ràdio","La Vanguardia (català)","No ho sap","No ho sap","Incorrecte","4","18","No","Catalunya","Catalunya","Blanc/a","Catolicisme","No treballa","Llicenciatura (Titulacions amb equivalència oficial: 2on cicle INEF; dansa i Art Dramàtic (Des de 1992); Grau Superior","Home","Heterosexual","Casat/ada","Castellà","Català (valencià / balear)","Sí","Sí","Sí","Sí","No","Parella sense fills/es","No contesta","No","2"
3,"Barcelona","150.001-1.000.000 habitants","Vallès Occidental","Sí, tinc la ciutadania (espanyola)","Masculí",46,"Catalunya","Millor","Mai","Tots els dies","Tots els dies","Mai","Amb menys freqüència","TV3","Rac 1","Ara","Correcte","Correcte","Aproximat","3","16","No","Catalunya","Catalunya","Altres","Catolicisme","Treballa","Grau (Estudis de grau, ensenyaments artístics equivalents (Des de 2006))","Home","Heterosexual","Casat/ada","Català (valencià / balear)","Totes dues igual: català (valencià / balear) i castellà","Sí","Sí","Sí","Sí","No","Parella amb fills/es","De 4.001 a 4.500 €","No","3"
2,"Barcelona","10.001-50.000 habitants","Anoia","Sí, tinc la ciutadania (espanyola)","Femení",28,"Catalunya","Igual","1-2 dies per setmana","1-2 dies per setmana","1-2 dies per setmana","1-2 dies per setmana","1-2 dies per setmana","Cuatro","Catalunya Informació","No té cap diari habitual","No ho sap","No ho sap","Aproximat","3","16","No","Altres comunitats autònomes","Catalunya","Blanc/a","Catolicisme","Treballa","Batxillerat (Batxillerat LOGSE, BUP, Batxillerat Superior (6è), Batxillerat Universitari (7è), inclòs COU i PREU)","Dona","Heterosexual","Parella de fet","Castellà","Català (valencià / balear)","Sí","Sí","No","No","No","Parella sense fills/es","De 1001 a 1200 €","No","3"
2,"Barcelona","150.001-1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Femení",25,"Catalunya","Millor","1-2 dies per setmana","Tots els dies","Mai","Tots els dies","3-4 dies per setmana","TV3","No escolta la ràdio / No té ràdio","La Vanguardia (català)","No ho sap","Correcte","Incorrecte","6","15","Sí","Catalunya","Catalunya","Blanc/a","Catolicisme","Treballa","Grau (Estudis de grau, ensenyaments artístics equivalents (Des de 2006))","Altres/No binari","Bisexual","Solter/a","Català (valencià / balear)","Català (valencià / balear)","No","No","No","Sí","Sí","Parella sense fills/es","De 1.201 a 1.800 €","No","3"
2,"Barcelona","10.001-50.000 habitants","Anoia","Sí, tinc la ciutadania (espanyola)","Masculí",22,"Catalunya","Millor","Amb menys freqüència","1-2 dies per setmana","Mai","Amb menys freqüència","Mai","TV3","No escolta els informatius","El Periódico (català)","No ho sap","No ho sap","Aproximat","3","16","No","Catalunya","Catalunya","Blanc/a","Catolicisme","Treballa","FP de Grau Superior (Cicle/mòdul formatiu de FP (grau superior) d’Arts Plàstiques, Disseny, Música i Dansa, Esport,","Home","Heterosexual","Parella de fet","Castellà","Totes dues igual: català (valencià / balear) i castellà","Sí","Sí","No","Sí","Sí","Parella sense fills/es","De 2.001 a 2.400 €","No","3"
4,"Barcelona","150.001-1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Femení",55,"Altres comunitats autònomes","Pitjor","1-2 dies per setmana","Tots els dies","Amb menys freqüència","Amb menys freqüència","Amb menys freqüència","TV3","Rac 1","El Periódico (català)","No ho sap","Correcte","Aproximat","3","16","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","Treballa","FP de Grau Superior (Cicle/mòdul formatiu de FP (grau superior) d’Arts Plàstiques, Disseny, Música i Dansa, Esport,","Dona","Heterosexual","Casat/ada","Castellà","Castellà","Sí","Sí","No","Sí","No","Parella amb fills/es i altres familiars","De 2.401 a 3.000 €","No","2"
3,"Barcelona","10.001-50.000 habitants","Anoia","Sí, tinc la ciutadania (espanyola)","Femení",19,"Catalunya","Millor","1-2 dies per setmana","Tots els dies","3-4 dies per setmana","Tots els dies","Tots els dies","Telecinco","Catalunya Ràdio","El País","No ho sap","Aproximat","Aproximat","3","16","Sí","Catalunya","Catalunya","Blanc/a","Catolicisme","No treballa","Batxillerat (Batxillerat LOGSE, BUP, Batxillerat Superior (6è), Batxillerat Universitari (7è), inclòs COU i PREU)","Dona","Bisexual","Solter/a","Castellà","Castellà","Sí","Sí","No","No","Sí","Parella amb fills/es","De 1.201 a 1.800 €","No","3"
3,"Barcelona","150.001-1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Masculí",54,"Altres comunitats autònomes","Millor","Mai","Tots els dies","Mai","Mai","1-2 dies per setmana","La 1","No escolta la ràdio / No té ràdio","El Periódico (castellà)","No ho sap","No ho sap","No ho sap","No ho sap","No ho sap","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","No treballa","Educació Primària (Educació Primària de la LOGSE, 5è curs d’EGB, ensenyament primari antic)","Home","Heterosexual","Solter/a","Castellà","Castellà","Sí","Sí","Sí","Sí","No","Monoparental: pare/mare amb fills/es","No ho sap","Sí","1"
3,"Barcelona","150.001-1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Femení",67,"Altres comunitats autònomes","Igual","Mai","Tots els dies","Mai","Mai","Amb menys freqüència","Antena 3","No escolta els informatius","No compra diaris","No ho sap","No ho sap","Aproximat","3","16","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","No treballa","Educació Primària (Educació Primària de la LOGSE, 5è curs d’EGB, ensenyament primari antic)","Dona","Heterosexual","Vidu/a","Castellà","Castellà","Sí","Sí","No","Sí","No","Monoparental: pare/mare amb fills/es","No ho sap","No","1"
4,"Barcelona","10.001-50.000 habitants","Garraf","Sí, tinc la ciutadania (espanyola)","Femení",55,"Catalunya","Igual","Tots els dies","Tots els dies","Tots els dies","Mai","1-2 dies per setmana","La 1","SER","La Vanguardia (castellà)","Correcte","Correcte","Correcte","6","16","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Cap: Ateisme","Treballa","Màster oficial universitari (Especialitats mèdiques o equivalent)","Dona","Heterosexual","Casat/ada","Castellà","Totes dues igual: català (valencià / balear) i castellà","Sí","Sí","Sí","No","No","Parella amb fills/es i altres familiars","No contesta","No","3"
4,"Barcelona","10.001-50.000 habitants","Anoia","Sí, tinc la ciutadania (espanyola)","Masculí",58,"Catalunya","Millor","Tots els dies","Tots els dies","Mai","Mai","1-2 dies per setmana","TV3","No escolta els informatius","La Vanguardia (castellà)","Aproximat","Correcte","Correcte","6","16","No","Altres comunitats autònomes","Catalunya","Blanc/a","Cap: Agnosticisme","Treballa","Batxillerat (Batxillerat LOGSE, BUP, Batxillerat Superior (6è), Batxillerat Universitari (7è), inclòs COU i PREU)","Home","Heterosexual","Casat/ada","Castellà","Castellà","Sí","Sí","No","No","No","Parella amb fills/es","De 1.201 a 1.800 €","No","3"
2,"Barcelona","150.001-1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Femení",58,"Altres comunitats autònomes","Igual","Mai","Tots els dies","Tots els dies","Mai","Mai","Antena 3","Onda Cero","La Vanguardia (castellà)","Aproximat","Aproximat","Incorrecte","3","12","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","No treballa","FP de Grau Superior (Cicle/mòdul formatiu de FP (grau superior) d’Arts Plàstiques, Disseny, Música i Dansa, Esport,","Dona","Heterosexual","Casat/ada","Castellà","Castellà","Sí","No","No","Sí","No","Parella sense fills/es","De 2.401 a 3.000 €","Sí","1"
1,"Barcelona","150.001-1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Masculí",64,"Altres comunitats autònomes","Pitjor","Tots els dies","5-6 dies per setmana","Mai","Mai","Tots els dies","La 1","No escolta la ràdio / No té ràdio","El Periódico (castellà)","Incorrecte","Incorrecte","Incorrecte","0","18","No","Altres comunitats autònomes","Altres comunitats autònomes","Altres","Cap: Ateisme","No treballa","Batxillerat (Batxillerat LOGSE, BUP, Batxillerat Superior (6è), Batxillerat Universitari (7è), inclòs COU i PREU)","Home","Heterosexual","Solter/a","Castellà","Castellà","No","No","No","No","No","Jo sol/a","De 601 a 900 €","Sí","3"
3,"Barcelona","150.001-1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Femení",48,"Altres comunitats autònomes","Igual","Tots els dies","Tots els dies","Tots els dies","Mai","Tots els dies","TV3","Catalunya Ràdio","20 Minutos","No ho sap","Incorrecte","Aproximat","3","16","No","Altres comunitats autònomes","Catalunya","Blanc/a","Catolicisme","Treballa","Educació Primària (Educació Primària de la LOGSE, 5è curs d’EGB, ensenyament primari antic)","Dona","Heterosexual","Parella de fet","Castellà","Totes dues igual: català (valencià / balear) i castellà","Sí","Sí","No","No","No","Parella amb fills/es","De 3.001 a 4.000 €","No","3"
3,"Barcelona","10.001-50.000 habitants","Garraf","Sí, tinc la ciutadania (espanyola)","Masculí",18,"Catalunya","Millor","Mai","5-6 dies per setmana","1-2 dies per setmana","1-2 dies per setmana","1-2 dies per setmana","Canal 3/24","No escolta els informatius","Diaris esportius","Incorrecte","Correcte","Aproximat","3","16","No","Catalunya","Catalunya","Blanc/a","Catolicisme","Treballa","Batxillerat (Batxillerat LOGSE, BUP, Batxillerat Superior (6è), Batxillerat Universitari (7è), inclòs COU i PREU)","Home","Heterosexual","Solter/a","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","Sí","Sí","No ho sap","Monoparental: pare/mare amb fills/es","De 5.001 a 6.000 €","No","2"
